Mixture	TechRepMixture	Run	Channel	Protein	Abundance	BioReplicate	Condition
Mixture1	1	Mixture1_1	channel1	sp|F4I3P9|MURE_ARATHUDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelateligaseMurEhomolog,chloroplasticOS=ArabidopsisthalianaOX=3702GN=MUREPE=1SV=1	11.868009295741594	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4I7I0|ALAT1_ARATHAlanineaminotransferase1,mitochondrialOS=ArabidopsisthalianaOX=3702GN=ALAAT1PE=1SV=1	13.674018658954463	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4I907|GLYR2_ARATHGlyoxylate/succinicsemialdehydereductase2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=GLYR2PE=1SV=1	13.19038936343975	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4IAG2|SSY3_ARATHStarchsynthase3,chloroplastic/amyloplasticOS=ArabidopsisthalianaOX=3702GN=SS3PE=1SV=1	11.577497512353073	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4IFC5|SYTM2_ARATHThreonine--tRNAligase,chloroplastic/mitochondrial2OS=ArabidopsisthalianaOX=3702GN=EMB2761PE=2SV=1	13.352430724125796	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4IIU4|AIR9_ARATH187-kDamicrotubule-associatedproteinAIR9OS=ArabidopsisthalianaOX=3702GN=AIR9PE=1SV=1	14.63749303020848	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4IPY2|SYCM_ARATHCysteine--tRNAligase,chloroplastic/mitochondrialOS=ArabidopsisthalianaOX=3702GN=SYCOPE=2SV=1	12.868013451213775	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4IW47|TKTC2_ARATHTransketolase-2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=TKL-2PE=1SV=1	13.766582004201624	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4J117|LSF1_ARATHPhosphoglucanphosphataseLSF1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=LSF1PE=1SV=1	13.615858393549809	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4J469|TI22L_ARATHProteinTIC22-like,chloroplasticOS=ArabidopsisthalianaOX=3702GN=TIC22LPE=3SV=1	13.216799776739524	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4J8L3|KN7K_ARATHKinesin-likeproteinKIN-7K,chloroplasticOS=ArabidopsisthalianaOX=3702GN=KIN7KPE=2SV=1	13.49105333478817	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4JF21|PTA10_ARATHProteinPLASTIDTRANSCRIPTIONALLYACTIVE10OS=ArabidopsisthalianaOX=3702GN=PTAC10PE=1SV=1	11.723830518953664	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4JFN3|HS906_ARATHHeatshockprotein90-6,mitochondrialOS=ArabidopsisthalianaOX=3702GN=HSP90-6PE=1SV=1	13.367336754411076	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4JJT9|SYDM_ARATHAspartate--tRNAligase,chloroplastic/mitochondrialOS=ArabidopsisthalianaOX=3702GN=At4g33760PE=2SV=1	13.833938466299106	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4JLP5|PLPD2_ARATHDihydrolipoyldehydrogenase2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=LPD2PE=2SV=2	13.6648689201199	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4JLS1|LDL3_ARATHLysine-specifichistonedemethylase1homolog3OS=ArabidopsisthalianaOX=3702GN=LDL3PE=2SV=1	15.987513771901723	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4JV80|GATC_ARATHGlutamyl-tRNA(Gln)amidotransferasesubunitC,chloroplastic/mitochondrialOS=ArabidopsisthalianaOX=3702GN=GATCPE=1SV=1	13.358815926934152	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4JVJ1|CLPB2_ARATHPutativechaperoneproteinClpB2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CLPB2PE=3SV=1	13.649924999255482	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4JVN6|TPPII_ARATHTripeptidyl-peptidase2OS=ArabidopsisthalianaOX=3702GN=TPP2PE=1SV=1	12.982202757520213	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4JYE9|DHFS_ARATHDihydrofolatesynthetaseOS=ArabidopsisthalianaOX=3702GN=DHFSPE=1SV=1	12.426595105682615	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4JZY1|CIP1_ARATHCOP1-interactiveprotein1OS=ArabidopsisthalianaOX=3702GN=CIP1PE=1SV=1	11.166874481621111	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4K0E8|ISPG_ARATH4-hydroxy-3-methylbut-2-en-1-yldiphosphatesynthase(ferredoxin),chloroplasticOS=ArabidopsisthalianaOX=3702GN=ISPGPE=1SV=1	13.596840473767216	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4K3X8|KN7L_ARATHKinesin-likeproteinKIN-7L,chloroplasticOS=ArabidopsisthalianaOX=3702GN=KIN7LPE=3SV=2	13.920594251599004	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4K410|SVR3_ARATHPutativeelongationfactorTypA-likeSVR3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=SVR3PE=1SV=1	12.982310405125594	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4K5T2|CGL_ARATHBifunctionalcystathioninegamma-lyase/cysteinesynthaseOS=ArabidopsisthalianaOX=3702GN=DES1PE=1SV=1	13.66309390212474	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4K6X0|CHR42_ARATHProteinCHLORORESPIRATORYREDUCTION42,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CRR42PE=1SV=2	13.754137244055581	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4KE63|SYVM2_ARATHValine--tRNAligase,chloroplastic/mitochondrial2OS=ArabidopsisthalianaOX=3702GN=EMB2247PE=3SV=1	13.414848145171351	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4KEV7|FHIT_ARATHBifunctionalbis(5'-adenosyl)-triphosphatase/adenylylsulfataseFHITOS=ArabidopsisthalianaOX=3702GN=FHITPE=1SV=1	12.895890974409198	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4KFB3|PTST3_ARATHProteinPTSThomolog3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PTSTPE=1SV=1	13.036557193787644	0	0
Mixture1	1	Mixture1_1	channel1	sp|F4KHG6|CTPA1_ARATHCarboxyl-terminal-processingpeptidase1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CTPA1PE=1SV=1	13.71282505712904	0	0
Mixture1	1	Mixture1_1	channel1	sp|O03042|RBL_ARATHRibulosebisphosphatecarboxylaselargechainOS=ArabidopsisthalianaOX=3702GN=rbcLPE=1SV=1	14.907060758808786	0	0
Mixture1	1	Mixture1_1	channel1	sp|O03986|HS904_ARATHHeatshockprotein90-4OS=ArabidopsisthalianaOX=3702GN=HSP90-4PE=1SV=1	13.300588047594417	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04090|FER1_ARATHFerredoxin-1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=FD1PE=1SV=1	11.799535596581299	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04093|LOV1A_ARATHPutativeinactivediseasesusceptibilityproteinLOV1OS=ArabidopsisthalianaOX=3702GN=LOV1PE=5SV=3	15.143949293874186	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04130|SERA2_ARATHD-3-phosphoglyceratedehydrogenase2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PGDH2PE=1SV=2	12.322466348309081	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04151|CALR1_ARATHCalreticulin-1OS=ArabidopsisthalianaOX=3702GN=CRT1PE=1SV=1	13.474995462281834	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04196|ISOA1_ARATHIsoamylase1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=ISA1PE=1SV=1	12.90776568611463	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04202|EIF3F_ARATHEukaryotictranslationinitiationfactor3subunitFOS=ArabidopsisthalianaOX=3702GN=TIF3F1PE=1SV=1	10.35258100016323	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04204|RLA01_ARATH60SacidicribosomalproteinP0-1OS=ArabidopsisthalianaOX=3702GN=RPP0APE=1SV=1	11.925646529608507	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04350|TBCA_ARATHTubulin-foldingcofactorAOS=ArabidopsisthalianaOX=3702GN=TFCAPE=1SV=2	13.060684810195776	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04420|URIC_ARATHUricaseOS=ArabidopsisthalianaOX=3702GN=At2g26230PE=1SV=2	13.217313534178047	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04487|EF1G1_ARATHProbableelongationfactor1-gamma1OS=ArabidopsisthalianaOX=3702GN=At1g09640PE=1SV=1	11.153967278155497	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04603|RK5_ARATH50SribosomalproteinL5,chloroplasticOS=ArabidopsisthalianaOX=3702GN=RPL5PE=2SV=1	14.31640788310558	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04616|CUT1A_ARATHProteinCURVATURETHYLAKOID1A,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CURT1APE=1SV=1	14.154670443291648	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04630|SYTM1_ARATHThreonine--tRNAligase,mitochondrial1OS=ArabidopsisthalianaOX=3702GN=THRRSPE=1SV=3	10.889922522348263	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04904|PYRC_ARATHDihydroorotase,mitochondrialOS=ArabidopsisthalianaOX=3702GN=PYR4PE=1SV=1	13.15806654742529	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04922|GPX2_ARATHProbableglutathioneperoxidase2OS=ArabidopsisthalianaOX=3702GN=GPX2PE=1SV=1	12.170798629197941	0	0
Mixture1	1	Mixture1_1	channel1	sp|O04983|ACCC_ARATHBiotincarboxylase,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CAC2PE=1SV=1	13.290207374759232	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22145|OSGP2_ARATHProbabletRNAN6-adenosinethreonylcarbamoyltransferase,mitochondrialOS=ArabidopsisthalianaOX=3702GN=GCP1PE=2SV=2	12.283954743334744	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22160|TL15A_ARATHThylakoidlumenal15kDaprotein1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=At2g44920PE=1SV=2	13.82151595839893	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22229|TRXB3_ARATHNADPH-dependentthioredoxinreductase3OS=ArabidopsisthalianaOX=3702GN=NTRCPE=1SV=2	13.034222050567154	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22263|PDI21_ARATHProteindisulfide-isomeraselike2-1OS=ArabidopsisthalianaOX=3702GN=PDIL2-1PE=2SV=1	12.57560011847256	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22265|SR43C_ARATHSignalrecognitionparticle43kDaprotein,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CAOPE=1SV=2	13.682178751859706	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22609|DEGP1_ARATHProteaseDo-like1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=DEGP1PE=1SV=2	13.929102694995143	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22682|CYSK4_ARATHS-sulfo-L-cysteinesynthase(O-acetyl-L-serine-dependent),chloroplasticOS=ArabidopsisthalianaOX=3702GN=CS26PE=1SV=1	12.656192829373957	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22769|NDUV2_ARATHNADHdehydrogenase[ubiquinone]flavoprotein2,mitochondrialOS=ArabidopsisthalianaOX=3702GN=At4g02580PE=1SV=3	12.644876056123763	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22773|TL16_ARATHThylakoidlumenal16.5kDaprotein,chloroplasticOS=ArabidopsisthalianaOX=3702GN=At4g02530PE=1SV=3	14.182266757080004	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22793|MORF2_ARATHMultipleorganellarRNAeditingfactor2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=MORF2PE=1SV=1	13.041204663569564	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22795|RK28_ARATH50SribosomalproteinL28,chloroplasticOS=ArabidopsisthalianaOX=3702GN=RPL28PE=2SV=2	14.190010690083893	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22824|FH2_ARATHFormin-likeprotein2OS=ArabidopsisthalianaOX=3702GN=FH2PE=3SV=1	14.514079779650226	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22832|STAD7_ARATHStearoyl-[acyl-carrier-protein]9-desaturase7,chloroplasticOS=ArabidopsisthalianaOX=3702GN=FAB2PE=1SV=1	12.801498248655397	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22869|DF197_ARATHDefensin-likeprotein197OS=ArabidopsisthalianaOX=3702GN=ATTI6PE=3SV=1	13.90386351767857	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22870|FK163_ARATHPeptidyl-prolylcis-transisomeraseFKBP16-3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=FKBP16-3PE=1SV=2	14.188390954077178	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22886|DCUP2_ARATHUroporphyrinogendecarboxylase2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=HEME2PE=2SV=1	13.770385282686236	0	0
Mixture1	1	Mixture1_1	channel1	sp|O22914|CP121_ARATHCalvincycleproteinCP12-1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CP12-1PE=1SV=1	13.735185575919418	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23049|RK6_ARATH50SribosomalproteinL6,chloroplasticOS=ArabidopsisthalianaOX=3702GN=RPL6PE=2SV=1	13.980317265541219	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23053|ARAS2_ARATHProbablemembranemetalloproteaseARASP2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=ARASP2PE=2SV=1	9.92188473796175	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23138|CYC1_ARATHCytochromec-1OS=ArabidopsisthalianaOX=3702GN=CYTC-1PE=1SV=1	11.781270802615428	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23166|TR164_ARATHThioredoxin-likeproteinHCF164,chloroplasticOS=ArabidopsisthalianaOX=3702GN=HCF164PE=1SV=2	13.308978481543168	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23193|CBSX1_ARATHCBSdomain-containingproteinCBSX1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CBSX1PE=1SV=2	13.394020870798503	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23247|SYRM_ARATHArginine--tRNAligase,chloroplastic/mitochondrialOS=ArabidopsisthalianaOX=3702GN=EMB1027PE=1SV=1	12.872699391753184	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23254|GLYC4_ARATHSerinehydroxymethyltransferase4OS=ArabidopsisthalianaOX=3702GN=SHM4PE=1SV=1	13.57768428755977	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23255|SAHH1_ARATHAdenosylhomocysteinase1OS=ArabidopsisthalianaOX=3702GN=SAHH1PE=1SV=1	11.336389522997964	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23264|SEBP1_ARATHSelenium-bindingprotein1OS=ArabidopsisthalianaOX=3702GN=SBP1PE=1SV=1	9.791995270562648	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23324|APS3_ARATHATP-sulfurylase3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=APS3PE=1SV=1	12.561397534753784	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23342|SECE1_ARATHPreproteintranslocasesubunitSECE1OS=ArabidopsisthalianaOX=3702GN=SECE1PE=1SV=1	14.02632008821719	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23344|FDC1_ARATHFerredoxinC1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=FDC1PE=1SV=1	11.632004776400716	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23365|C97B3_ARATHCytochromeP45097B3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CYP97B3PE=1SV=2	13.613082084206942	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23403|PPD1_ARATHPsbPdomain-containingprotein1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PPD1PE=1SV=1	12.79012092001688	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23404|PPDK1_ARATHPyruvate,phosphatedikinase1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PPDKPE=1SV=2	12.844720516157306	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23553|BAM3_ARATHBeta-amylase3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=BAM3PE=1SV=3	12.480062503350446	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23614|CTPA2_ARATHCarboxyl-terminal-processingpeptidase2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CTPA2PE=1SV=1	13.413094202364178	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23627|SYGM1_ARATHGlycine--tRNAligase,mitochondrial1OS=ArabidopsisthalianaOX=3702GN=At1g29880PE=1SV=1	11.7330978877417	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23629|H2B6_ARATHHistoneH2B.6OS=ArabidopsisthalianaOX=3702GN=H2BPE=1SV=3	14.159815702643174	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23647|GLGB1_ARATH1,4-alpha-glucan-branchingenzyme2-1,chloroplastic/amyloplasticOS=ArabidopsisthalianaOX=3702GN=SBE2.1PE=1SV=1	12.25206683005104	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23653|AK2_ARATHAspartokinase2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=AK2PE=1SV=2	13.606450046816356	0	0
Mixture1	1	Mixture1_1	channel1	sp|O23654|VATA_ARATHV-typeprotonATPasecatalyticsubunitAOS=ArabidopsisthalianaOX=3702GN=VHA-APE=1SV=1	12.687501301190045	0	0
Mixture1	1	Mixture1_1	channel1	sp|O24456|GBLPA_ARATHReceptorforactivatedCkinase1AOS=ArabidopsisthalianaOX=3702GN=RACK1APE=1SV=2	13.449673982975085	0	0
Mixture1	1	Mixture1_1	channel1	sp|O24457|ODPA3_ARATHPyruvatedehydrogenaseE1componentsubunitalpha-3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PDH-E1ALPHAPE=2SV=1	13.121788894158136	0	0
Mixture1	1	Mixture1_1	channel1	sp|O24496|GLO2C_ARATHHydroxyacylglutathionehydrolasecytoplasmicOS=ArabidopsisthalianaOX=3702GN=GLX2-2PE=1SV=2	10.57818539967061	0	0
Mixture1	1	Mixture1_1	channel1	sp|O24521|HBL2_ARATHNon-symbiotichemoglobin2OS=ArabidopsisthalianaOX=3702GN=AHB2PE=1SV=1	13.04602561856025	0	0
Mixture1	1	Mixture1_1	channel1	sp|O48529|STR9_ARATHRhodanese-likedomain-containingprotein9,chloroplasticOS=ArabidopsisthalianaOX=3702GN=STR9PE=2SV=1	13.261671791346116	0	0
Mixture1	1	Mixture1_1	channel1	sp|O48549|RS61_ARATH40SribosomalproteinS6-1OS=ArabidopsisthalianaOX=3702GN=RPS6APE=1SV=2	12.542167923934535	0	0
Mixture1	1	Mixture1_1	channel1	sp|O48593|SYNO_ARATHAsparagine--tRNAligase,chloroplastic/mitochondrialOS=ArabidopsisthalianaOX=3702GN=SYNOPE=2SV=3	13.519465678309842	0	0
Mixture1	1	Mixture1_1	channel1	sp|O48646|GPX6_ARATHProbablephospholipidhydroperoxideglutathioneperoxidase6,mitochondrialOS=ArabidopsisthalianaOX=3702GN=GPX6PE=2SV=2	14.33190100013552	0	0
Mixture1	1	Mixture1_1	channel1	sp|O48721|HEM4_ARATHUroporphyrinogen-IIIsynthase,chloroplasticOS=ArabidopsisthalianaOX=3702GN=UROSPE=1SV=2	13.667228025442302	0	0
Mixture1	1	Mixture1_1	channel1	sp|O48737|TRXM1_ARATHThioredoxinM1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=At1g03680PE=1SV=1	14.747128438079905	0	0
Mixture1	1	Mixture1_1	channel1	sp|O48741|PORC_ARATHProtochlorophyllidereductaseC,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PORCPE=1SV=1	13.355569316588499	0	0
Mixture1	1	Mixture1_1	channel1	sp|O48782|HMOX1_ARATHHemeoxygenase1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=HO1PE=1SV=2	13.86572883359131	0	0
Mixture1	1	Mixture1_1	channel1	sp|O48917|SQD1_ARATHUDP-sulfoquinovosesynthase,chloroplasticOS=ArabidopsisthalianaOX=3702GN=SQD1PE=1SV=1	13.51142956503963	0	0
Mixture1	1	Mixture1_1	channel1	sp|O49196|APK2_ARATHAdenylyl-sulfatekinase2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=APK2PE=1SV=1	11.43362994723021	0	0
Mixture1	1	Mixture1_1	channel1	sp|O49203|NDK3_ARATHNucleosidediphosphatekinaseIII,chloroplastic/mitochondrialOS=ArabidopsisthalianaOX=3702GN=NDPK3PE=1SV=1	15.228556651101696	0	0
Mixture1	1	Mixture1_1	channel1	sp|O49290|CPPM_ARATHCarboxyvinyl-carboxyphosphonatephosphorylmutase,chloroplasticOS=ArabidopsisthalianaOX=3702GN=At1g77060PE=1SV=2	14.07139472916247	0	0
Mixture1	1	Mixture1_1	channel1	sp|O49292|PPD4_ARATHPsbPdomain-containingprotein4,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PPD4PE=1SV=2	13.740560624831001	0	0
Mixture1	1	Mixture1_1	channel1	sp|O49299|PGMC1_ARATHProbablephosphoglucomutase,cytoplasmic1OS=ArabidopsisthalianaOX=3702GN=At1g23190PE=2SV=2	11.904979858489867	0	0
Mixture1	1	Mixture1_1	channel1	sp|O49344|PSBP2_ARATHPutativeoxygen-evolvingenhancerprotein2-2OS=ArabidopsisthalianaOX=3702GN=PSBP2PE=5SV=3	13.682329182734463	0	0
Mixture1	1	Mixture1_1	channel1	sp|O49485|SERA1_ARATHD-3-phosphoglyceratedehydrogenase1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PGDH1PE=1SV=1	13.127646483978475	0	0
Mixture1	1	Mixture1_1	channel1	sp|O49506|GLO5_ARATHGlycolateoxidase3OS=ArabidopsisthalianaOX=3702GN=GLO5PE=1SV=1	13.335462487283767	0	0
Mixture1	1	Mixture1_1	channel1	sp|O49562|PDRP1_ARATHPyruvate,phosphatedikinaseregulatoryprotein1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=RP1PE=1SV=1	13.29971610246182	0	0
Mixture1	1	Mixture1_1	channel1	sp|O49629|PAP2_ARATHProbableplastid-lipid-associatedprotein2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PAP2PE=1SV=1	13.38030094892817	0	0
Mixture1	1	Mixture1_1	channel1	sp|O49675|CCD4_ARATHProbablecarotenoidcleavagedioxygenase4,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CCD4PE=1SV=1	12.99156474955534	0	0
Mixture1	1	Mixture1_1	channel1	sp|O50008|METE1_ARATH5-methyltetrahydropteroyltriglutamate--homocysteinemethyltransferase1OS=ArabidopsisthalianaOX=3702GN=MS1PE=1SV=1	14.008003007578074	0	0
Mixture1	1	Mixture1_1	channel1	sp|O50039|OTC_ARATHOrnithinetranscarbamylase,chloroplasticOS=ArabidopsisthalianaOX=3702GN=OTCPE=1SV=2	13.425875549381525	0	0
Mixture1	1	Mixture1_1	channel1	sp|O50061|RK4_ARATH50SribosomalproteinL4,chloroplasticOS=ArabidopsisthalianaOX=3702GN=RPL4PE=2SV=2	14.288558313613054	0	0
Mixture1	1	Mixture1_1	channel1	sp|O64517|MCA4_ARATHMetacaspase-4OS=ArabidopsisthalianaOX=3702GN=AMC4PE=1SV=1	13.499631779319591	0	0
